story,action_code1,action_code2,action_code3
مطلوب تحديث البيانات:مطلوب تحديث بي:انات العميل:مطلوب تحديث بيانات العم:يل:مطلوب تحديث بيانات العميلللعميل بريد مرتد,88,,
مطلوب تحديث البياناتاخطار بوفاة العميل من خلال البيانات: الشركة المصرية للاستعلام الائتمانى:  ISCORE,88,12,
مطلوب تحديث البياناتاخطار بوفاة العميل من خلال بيانات :الشركة المصرية للاستعلام الائتماني : IScore,88,12,
مطلوب تحديث البياناتاخطاره بوفاه العميل من خلال بيانات :الشركه المصريه للاستعلام الائتمانى :ISCORE,88,12,
مطلوب تحديث البياناتالعميل حاصل على فيزا,88,,
مطلوب تحديث البياناتالعميل متوفى و تم الابلاغ عن طريق ا:لايسكور,88,12,
مطلوب تحديث البياناتسداد المتاخرات,88,,
مطلوب تحديث البياناتسداد حساب جارى مدين بضمان الراتب,88,41,
مطلوب تحديث البياناتعميل متوفى,88,12,
مطلوب تحديث البياناتللعميل بريدمرتد,88,,
مطلوب تحديث بيانات العميل مرتد1220:13,88,,
مطلوب تحديث بيانات العميل.للعميل بر:يد مرتد,88,,
مطلوب تحديث بيانات العميل.للعميل بريد مرتد.:مطلوب تحديث بيان:ات العميل:مطلوب تحديث بيانات العميل:,88,,
مطلوب تحديث بيانات العميل:Major cus:tomer now:مطلوب تحديث بيانات العميل:للعميل بريد مرتد,88,8,
مطلوب تحديث بيانات العميل:مطلوب تحد:يث بيانات ضرورة حضور الزميل لفرع عد:لى للتوقيع على اقرار الموظفين,88,,
مطلوب تحديث بيانات العميلبريدمرتد92013,88,,
مطلوب تحديث بيانات العميلعدم التعا:مل على الحساب الا بعد الرجوع لقسم خ:دمه العملاء لتحديث البيانات,88,,
مطلوب تحديث بيانات العميلعميل ديون: معدومةالمنتزة,88,41,
مطلوب تحديث بيانات العميلللعميل بريد مرتد:Major customer now::Major customer now,88,8,
مطلوب تحديث بيانات العميلمرتد092014,88,,
مطلوب تحديث بيانات خع:مطلوب تحديث :بيانات العميل:مطلوب تحديث بيانات ال:عميل,88,,
مطلوب تحديثهللعميل بريد مرتد:مطلوب تحديث بيانات: العميل,,,
مطلوب رقم موبيل,88,,
مطلوب لخدمة العملاء لتحديث البيانات::مطلوب تحديث بيانات العميل:مطلوب تح:ديث بيانات العميل,88,,
مواليد الكويت,88,31,
يلزم تجديد التوكيل,88,,
..للعميل بريدمرتد.:مطلوب تحديث بي:انات العميل,,,
Client has email instructions,,,
credit card 10000,88,,
Customer has 5 loans so far.:مطلوب :تحديث بيانات العميلللعميل بريد مرتد,12,,
اخطار بوفاة العميل خلال بيانات الشر:كة المصريه للاستعلام الائتماني,12,,
اخطار بوفاة العميل من خلال البيانات: الشركة المصرية للاستعلام الائتمانى:  ISCORE,12,,
اخطار بوفاة العميل من خلال بيانات :الشركة المصرية للاستعلام الائتماني : IScore a,12,,
اخطار بوفاة العميل من خلال بيانات ا:لشركة المصرية للاستعلام الائتمانيهi:score,12,,
اخطار بوفاة العميل من خلال شركة الا:ستعلام الائتمانىi.scor,,,
اعدام محاسبى طبقا لموافقه الاداره ا:لعامه بقرار جلسه 102019 بتاريخ 29:122019,,,
اعدام محاسبي بناء على قرار مجلس الا:داره رقم 32022 بتاريخ 30032022,,,
الحضور لقسم خدمه العملاء لاستيفاء ا:قرار الموظفينن,88,,
الرجوع الى خدمة عملاء فرع بورسعيد ل:تحديث البيانات,26,,
العميل حاصل على بطاقة ائتمان بمبلغ :5000 جم بضمان شهاده,26,25,
العميل حاصل على بطاقة ائتمانية بضما:ن تحويل الراتب,26,25,
العميل حاصل على بطاقة ائتمانية غير :مضمنة,26,25,
العميل حاصل على بطاقة ائتمانيه بضما:ن تحويل الراتب,26,25,
العميل حاصل على بطاقه ائتمانيه بحد :ائتمانى 10000 جم,26,25,
العميل حاصل على فيزا بمبلغ 5000 جم :,26,25,
العميل حاصل على فيزا كارد,26,25,
العميل حاصل على قرض شخصى بضمان شهاد:اتللعميل بريد مرتد,26,25,
العميل حاصل على محفظه قاهره كاش,26,25,
العميل حاصل علي قرض تمويل عقاري اسي:وط,26,25,
العميل ختم  بصمة,26,25,
العميل ختم بصمه,26,25,
العميل ختم وبصمة وتم الغاء الدفتر,26,25,
العميل ختم وبصمه طبقا لمنشور 04201:8,26,25,
العميل ختم وبصمه ومصدر له كارت,26,25,
العميل لديه خزينة طرف فرع الهرم,26,25,
العميل له بطاقه ائتمانية,26,25,
العميل له بطاقه ائتمانيه غير مضمنه,10,25,
العميل محال للشئون القانويه,10,32,
العميل محال للشئون القضائيه,10,32,
العميل محول الى الشئون القانونيه وي:جب سداد القرض بالكامل,10,32,
العميل محول ش قانونية – العميل محظو:ر التعامل معه – عدم اصدار مخالصه او: كشف حساب الا بعد الرجوع لادارة الت:حصيل,10,32,
العميل محول شئون قانونية بتاريخ 19:092023,10,32,
العميل محول شئون قانونيه تم إعدام المديونية المستحقة على ا:لعميل محاسبيا  منتج قروض صغيره مع ا:لأستمرار فى الأجراءات القانونية الم:تخذة بتاريخ 122020,10,32,41
العميل محول شئون قانونيه مشروعات فر:ع السواقيتم إعدام المديونية المستحقة على الع:ميل محاسبيا مع الأستمرار فى الأجراء:ات القانونية المتخذة وفقا لقرار مجل:س الادارة,10,32,41
العميل محول للشئون القانونية بتاريخ: 12102023 خطاب رقم 164.,10,32,
العميل محول للشئون القانونية بتاريخ: 27082023 خطاب 104.,10,32,
العميل محول للشئون القانونية و الرج:وع لقسم المشروعات,30,32,
العميل مشترك بالقاهرة كاش تجار,26,,
العميل مصدر له بطاقة ائتمان,26,25,
العميل مصدر له بطاقة ائتمانية  ويجب: الرجوع لخدمة عملاء البطاقات قبل ال:غاء وتخفيض الوعاء الادخارى,26,25,
العميل مصدر له بطاقة ائتمانية بدون :ضمان ويجب الرجوع لخدمة عملاء البطاق:ات قبل الغاء اوتخفيض الوعاء الادخار:ى,26,25,
العميل مصدر له بطاقة ائتمانيه,26,25,
العميل مصدر له ماستر تيتانيوم حدها :10000جم بضمان نقدى,88,25,
العميل مطلوب لقسم خدمة العملاء لتحد:يث بياناته,88,,
العميل مطلوب لقسم خدمة العملاء لتحد:يث بياناته.:مطلوب تحديث بيانات العم:يلللعميل بريد مرتد,88,,
العميل مطلوب لقسم خدمة العملاء لتحد:يث بياناته:مطلوب تحديث بيانات العمي:ل:مطلوب تحديث بيانات العميل,88,,
العميل مطلوب لقسم خدمه العملاء لتحد:يث بياناته:مطلوب تحديث بيانات العمي:لللعميل بريد مرتد,88,,
العميل مواليد السعودية,88,31,
العميل مواليد السعوديه,12,31,
العميل وفاة,26,,
العميل يحمل بطاقه ائتمانيه ماستر كا:رد,27,25,
العميلة لديها خزينة حديدية طرف فرع :الدقي,30,,
القاهره كاش ويلزم استيفاء نموذج 1 ح: ج عند فتح الحساب,88,,
المذكور مطلوب لخدمة العملاء لتحديث :بياناته:مطلوب تحديث بيانات العميل,10,,
الولى ختم وبصمه,88,11,
برجاء التوجه الى قسم خدمه العملاء ل:تحديث البيانات:مطلوب تحديث بيانات ا:لعميل,88,,
برجاء تحديث بيانات العميل:مطلوب تحد:يث بيانات العميل:مطلوب تحديث بيانات: العميل,,,
